license,name,state,address,cdpostal,Municipi,Comarca
HUTB-009830,Sense especificar,Alta,Carrer Sant Antoni Maria Claret 224,8025,Barcelona,Barcelonès
HUTB-009831,Sense especificar,Alta,Carrer Sant Eusebi 32,8006,Barcelona,Barcelonès
HUTB-009834,Sense especificar,Alta,Carrer Sant Gabriel 15,8012,Barcelona,Barcelonès
HUTB-009835,Sense especificar,Alta,Carrer Sant Gabriel 15B,8012,Barcelona,Barcelonès
HUTB-009836,Sense especificar,Alta,Carrer Padilla 154,8013,Barcelona,Barcelonès
HUTB-009842,Sense especificar,Alta,Ronda Guinardó 26,8024,Barcelona,Barcelonès
HUTB-009843,Sense especificar,Alta,Carrer Panissars 18,8028,Barcelona,Barcelonès
HUTB-009844,Sense especificar,Alta,Passeig de Sant Joan 3,8010,Barcelona,Barcelonès
HUTB-009845,Sense especificar,Alta,Passeig Sant Joan 4,8010,Barcelona,Barcelonès
HUTB-009847,Sense especificar,Alta,Avinguda Paral·lel 114,8015,Barcelona,Barcelonès
HUTB-009849,Sense especificar,Alta,Carrer Hortes 5,8004,Barcelona,Barcelonès
HUTB-009851,Sense especificar,Alta,Passeig Sant Joan 127,8037,Barcelona,Barcelonès
HUTB-009853,Sense especificar,Alta,Carrer Igualada 33,8012,Barcelona,Barcelonès
HUTB-009858,Sense especificar,Alta,Carrer Sant Pauli de Nola 3,8004,Barcelona,Barcelonès
HUTB-009859,Sense especificar,Alta,Avinguda PARAL.LEL 141,8004,Barcelona,Barcelonès
HUTB-009868,Sense especificar,Alta,Avinguda Paral·lel 204,8015,Barcelona,Barcelonès
HUTB-009870,Sense especificar,Alta,Ronda Sant Pere 14,8010,Barcelona,Barcelonès
HUTB-009873,Sense especificar,Alta,Carrer Pare Lainez 29,8025,Barcelona,Barcelonès
HUTB-009875,Sense especificar,Alta,Carrer Diputació 177,8011,Barcelona,Barcelonès
HUTB-009878,Sense especificar,Alta,Rambla Catalunya 70,8007,Barcelona,Barcelonès
HUTB-009882,Sense especificar,Alta,Carrer Diputació 239,8007,Barcelona,Barcelonès
HUTB-009884,BCN0015 Rambla Cat 95,Alta,Rambla Catalunya 95,8008,Barcelona,Barcelonès
HUTB-009885,Sense especificar,Alta,Rambla Catalunya 98B,8008,Barcelona,Barcelonès
HUTB-009888,Sense especificar,Alta,Passatge CENTELLES 22,8013,Barcelona,Barcelonès
HUTB-009889,Sense especificar,Alta,Carrer Ciudad Real 22,8012,Barcelona,Barcelonès
HUTB-009897,Sense especificar,Alta,Carrer Asturies 87,8024,Barcelona,Barcelonès
HUTB-009899,Sense especificar,Alta,Carrer Tapioles 57,8004,Barcelona,Barcelonès
HUTB-009900,Sense especificar,Alta,Carrer Taulat 7,8005,Barcelona,Barcelonès
HUTB-009901,Sense especificar,Alta,Passeig Taulat 142,8005,Barcelona,Barcelonès
HUTB-009905,Sense especificar,Alta,Carrer Tenerife 35,8024,Barcelona,Barcelonès
HUTB-009907,Sense especificar,Alta,Carrer Torre 4,8006,Barcelona,Barcelonès
HUTB-009908,Sense especificar,Alta,Passatge Coll del Portell 5,8013,Barcelona,Barcelonès
HUTB-009909,Sense especificar,Alta,Carrer Torrent de les Flors 48,8024,Barcelona,Barcelonès
HUTB-009911,Sense especificar,Alta,Carrer Comte Borrell 63,8015,Barcelona,Barcelonès
HUTB-009912,Sense especificar,Alta,Carrer Bonaplata 20,8034,Barcelona,Barcelonès
HUTB-009918,Sense especificar,Alta,Carrer Torrent de lOlla 28,8012,Barcelona,Barcelonès
HUTB-009919,Sense especificar,Alta,Carrer TORRENT DE L'OLLA 136,8012,Barcelona,Barcelonès
HUTB-009921,Sense especificar,Alta,Carrer Trafalgar 39,8010,Barcelona,Barcelonès
HUTB-009925,Sense especificar,Alta,Carrer Tuset 13,8006,Barcelona,Barcelonès
HUTB-009932,Miró 131,Alta,Plaça Universitat 1,8007,Barcelona,Barcelonès
HUTB-009936,Sense especificar,Alta,Carrer del Comte Borrell 65,8015,Barcelona,Barcelonès
HUTB-009937,Sense especificar,Alta,Carrer Comte Borrell 152,8015,Barcelona,Barcelonès
HUTB-009938,Sense especificar,Alta,Carrer Comte Borrell 218,8029,Barcelona,Barcelonès
HUTB-009939,Sense especificar,Alta,Carrer del Comte d'Urgell 29,8011,Barcelona,Barcelonès
HUTB-009941,Sense especificar,Alta,Carrer AUSIAS MARC 14,8010,Barcelona,Barcelonès
HUTB-009942,Sense especificar,Alta,Carrer Ausias March 76,8013,Barcelona,Barcelonès
HUTB-009943,Sense especificar,Alta,Carrer COMTE D'URGELL 52-54,8011,Barcelona,Barcelonès
HUTB-009945,"Comte Urgell 90 pis3 puerta 1, de Barcelona",Alta,Carrer del Comte d'Urgell 90,8011,Barcelona,Barcelonès
HUTB-009947,Sense especificar,Alta,Carrer Comte Urgell 184,8036,Barcelona,Barcelonès
HUTB-009948,Sense especificar,Alta,Carrer Conca 1B,8026,Barcelona,Barcelonès
HUTB-009949,Sense especificar,Alta,Carrer BAILEN 8,8010,Barcelona,Barcelonès
HUTB-009952,Bailen 41,Alta,Carrer Bailen 41,8010,Barcelona,Barcelonès
HUTB-009954,Sense especificar,Alta,Carrer BALMES 183,8006,Barcelona,Barcelonès
HUTB-009957,Sense especificar,Alta,Carrer Balmes 164,8008,Barcelona,Barcelonès
HUTB-009958,Sense especificar,Alta,Carrer Jaume Fabra 12,8004,Barcelona,Barcelonès
HUTB-009970,Sense especificar,Alta,Carrer Sant Salvador 131,8024,Barcelona,Barcelonès
HUTB-009971,Sense especificar,Alta,Carrer Santa Agata 35,8012,Barcelona,Barcelonès
HUTB-009972,Sense especificar,Alta,Carrer Santaló 43,8021,Barcelona,Barcelonès
HUTB-009976,Sense especificar,Alta,Carrer SARDENYA 298,8013,Barcelona,Barcelonès
HUTB-009978,Sense especificar,Alta,Carrer Sardenya 340,8013,Barcelona,Barcelonès
HUTB-009982,Sense especificar,Alta,Carrer Josep Pla 27-29,8019,Barcelona,Barcelonès
HUTB-009983,Sense especificar,Alta,Carrer Sardenya 354,8025,Barcelona,Barcelonès
HUTB-009986,Sense especificar,Alta,Carrer Sardenya 364,8025,Barcelona,Barcelonès
HUTB-009987,Sense especificar,Alta,Avinguda JOSEP TARRADELLAS 147,8029,Barcelona,Barcelonès
HUTB-009988,Sense especificar,Alta,Carrer Sardenya 529,8024,Barcelona,Barcelonès
HUTB-009989,Sense especificar,Alta,Carrer Secretari Coloma 71-73,8024,Barcelona,Barcelonès
HUTB-009991,Sense especificar,Alta,Carrer de Josep Torres 26,8012,Barcelona,Barcelonès
HUTB-009992,Sense especificar,Alta,Carrer Secretari Coloma 142,8024,Barcelona,Barcelonès
HUTB-009993,Sense especificar,Alta,Carrer Sepúlveda 66,8015,Barcelona,Barcelonès
HUTB-009994,Sense especificar,Alta,Carrer Sepúlveda 77,8015,Barcelona,Barcelonès
HUTB-009995,Sense especificar,Alta,Carrer Diputació 294,8009,Barcelona,Barcelonès
HUTB-009997,Sense especificar,Alta,Carrer CORSEGA 211,8036,Barcelona,Barcelonès
HUTB-009998,Sense especificar,Alta,Carrer Sepúlveda 101,8015,Barcelona,Barcelonès
HUTB-009999,Sense especificar,Alta,Carrer Diputació 337,8009,Barcelona,Barcelonès
HUTB-010004,Sense especificar,Alta,Carrer Balmes 82-84,8008,Barcelona,Barcelonès
HUTB-010006,Sense especificar,Alta,Gran Via CORTS CATALANES 637,8010,Barcelona,Barcelonès
HUTB-010011,HUTB- 010011,Alta,Carrer de Balmes 9,8007,Barcelona,Barcelonès
HUTB-010013,Sense especificar,Alta,Carrer Lepant 262,8013,Barcelona,Barcelonès
HUTB-010015,Sense especificar,Alta,Carrer Doctor Trueta 160,8005,Barcelona,Barcelonès
HUTB-010016,Sense especificar,Alta,Carrer BAILEN 210,8037,Barcelona,Barcelonès
HUTB-010017,Sense especificar,Alta,Carrer Dos de Maig 314,8025,Barcelona,Barcelonès
HUTB-010019,Sense especificar,Alta,Carrer Elkano 22,8004,Barcelona,Barcelonès
HUTB-010020,Sense especificar,Alta,Carrer BAILEN 109,8009,Barcelona,Barcelonès
HUTB-010021,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 790,8013,Barcelona,Barcelonès
HUTB-010022,Sense especificar,Alta,Carrer Elkano 82,8004,Barcelona,Barcelonès
HUTB-010023,Sense especificar,Alta,Carrer Lepant 338,8025,Barcelona,Barcelonès
HUTB-010026,Sense especificar,Alta,Carrer Enamorats 110,8026,Barcelona,Barcelonès
HUTB-010031,Sense especificar,Alta,Avinguda DIAGONAL 310,8013,Barcelona,Barcelonès
HUTB-010034,Sense especificar,Alta,Carrer Entença 32-34,8015,Barcelona,Barcelonès
HUTB-010035,Sense especificar,Alta,Carrer Entença 174,8029,Barcelona,Barcelonès
HUTB-010037,Sense especificar,Alta,Carrer Escipio 61,8023,Barcelona,Barcelonès
HUTB-010041,Sense especificar,Alta,Avinguda DIAGONAL 438,8037,Barcelona,Barcelonès
HUTB-010042,Sense especificar,Alta,Carrer Diputació 4,8015,Barcelona,Barcelonès
HUTB-010043,Sense especificar,Alta,Carrer d Espronceda 88,8005,Barcelona,Barcelonès
HUTB-010062,Sense especificar,Alta,Carrer Balmes 59,8007,Barcelona,Barcelonès
HUTB-010065,Sense especificar,Alta,Carrer Lepant 349,8025,Barcelona,Barcelonès
HUTB-010067,Sense especificar,Alta,Carrer Balmes 137,8008,Barcelona,Barcelonès
HUTB-010069,Sense especificar,Alta,Carrer Industria 208,8026,Barcelona,Barcelonès
HUTB-010070,Sense especificar,Alta,Carrer Balmes 139,8008,Barcelona,Barcelonès
HUTB-010085,Sense especificar,Alta,Passatge Batlló 4B,8036,Barcelona,Barcelonès
HUTB-010092,Sense especificar,Alta,Avinguda Coll del Portell 57,8024,Barcelona,Barcelonès
HUTB-010104,Sense especificar,Alta,Carrer Comte Borrell 38,8015,Barcelona,Barcelonès
HUTB-010109,Sense especificar,Alta,Carrer comte Borrell 38,8015,Barcelona,Barcelonès
HUTB-010115,Sense especificar,Alta,Passeig de Gràcia 67,8008,Barcelona,Barcelonès
HUTB-010117,Sense especificar,Alta,Passeig Gracia 67,8008,Barcelona,Barcelonès
HUTB-010141,Sense especificar,Alta,Carrer Llança 32,8015,Barcelona,Barcelonès
HUTB-010142,Sense especificar,Alta,Passatge Lluís Pellicer 5-7,8036,Barcelona,Barcelonès
HUTB-010143,Sense especificar,Alta,Passatge Lluís Pellicer 5,8036,Barcelona,Barcelonès
HUTB-010144,Sense especificar,Alta,Carrer Lluís Vives 4,8012,Barcelona,Barcelonès
HUTB-010146,Sense especificar,Alta,Carrer MAGALHAES 3,8004,Barcelona,Barcelonès
HUTB-010147,Sense especificar,Alta,Carrer Lope de Vega 10-12,8005,Barcelona,Barcelonès
HUTB-010148,Sense especificar,Alta,Carrer Lope de Vega 97,8005,Barcelona,Barcelonès
HUTB-010149,MATHEUS CHRISTOPHER ROCHA MIRANDA,Alta,Ronda de la Universitat 23,8007,Barcelona,Barcelonès
HUTB-010150,Sense especificar,Alta,Ronda Universitat 31,8007,Barcelona,Barcelonès
HUTB-010154,Sense especificar,Alta,Carrer Valencia 47,8015,Barcelona,Barcelonès
HUTB-010155,Sense especificar,Alta,Carrer Valencia 120,8015,Barcelona,Barcelonès
HUTB-010157,Sense especificar,Alta,Carrer VALENCIA 191,8011,Barcelona,Barcelonès
HUTB-010165,Sense especificar,Alta,Carrer Valencia 191,8011,Barcelona,Barcelonès
HUTB-010166,Sense especificar,Alta,Carrer Valencia 192,8011,Barcelona,Barcelonès
HUTB-010170,Sense especificar,Alta,Carrer Valencia 321,8009,Barcelona,Barcelonès
HUTB-010171,Sense especificar,Alta,Carrer Consell de Cent 341,8007,Barcelona,Barcelonès
HUTB-010181,Sense especificar,Alta,Avinguda Diagonal 478,8006,Barcelona,Barcelonès
HUTB-010204,Sense especificar,Alta,Carrer del Pare Laínez 55,8025,Barcelona,Barcelonès
HUTB-010205,Sense especificar,Alta,Carrer Pare Manjon 13,8033,Barcelona,Barcelonès
HUTB-010206,Sense especificar,Alta,Carrer París 42,8029,Barcelona,Barcelonès
HUTB-010207,Sense especificar,Alta,Carrer París 127,8036,Barcelona,Barcelonès
HUTB-010208,Sense especificar,Alta,Carrer París 129,8036,Barcelona,Barcelonès
HUTB-010209,Sense especificar,Alta,Carrer París 172,8036,Barcelona,Barcelonès
HUTB-010219,Sense especificar,Alta,Carrer Provença 205,8008,Barcelona,Barcelonès
HUTB-010230,Sense especificar,Alta,Carrer Provença 268,8008,Barcelona,Barcelonès
HUTB-010232,Sense especificar,Alta,Carrer Provença 304,8008,Barcelona,Barcelonès
HUTB-010235,Sense especificar,Alta,Carrer Provença 316,8037,Barcelona,Barcelonès
HUTB-010236,Sense especificar,Alta,Carrer Provença 332,8037,Barcelona,Barcelonès
HUTB-010238,Sense especificar,Alta,Carrer Còrsega 402,8037,Barcelona,Barcelonès
HUTB-010247,Sense especificar,Alta,Carrer Creu Coberta 87,8014,Barcelona,Barcelonès
HUTB-010255,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 682,8010,Barcelona,Barcelonès
HUTB-010266,Sense especificar,Alta,Carrer Gran Via Corts Catalanes 384-390,8015,Barcelona,Barcelonès
HUTB-010267,Sense especificar,Alta,Carrer Diputació 10,8015,Barcelona,Barcelonès
HUTB-010269,Sense especificar,Alta,Carrer Fernando Poo 34,8005,Barcelona,Barcelonès
HUTB-010270,Sense especificar,Alta,Carrer Ferrer Bassa 30,8019,Barcelona,Barcelonès
HUTB-010272,Sense especificar,Alta,Carrer Font Honrada 16,8004,Barcelona,Barcelonès
HUTB-010273,Sense especificar,Alta,Carrer FONTRODONA 17,8004,Barcelona,Barcelonès
HUTB-010274,Sense especificar,Alta,Carrer Fontorodona 70,8004,Barcelona,Barcelonès
HUTB-010275,Sense especificar,Alta,Carrer França 39,8024,Barcelona,Barcelonès
HUTB-010276,FRANCISCO GINER 19 BAIXOS,Alta,Carrer Francisco Giner 19,8012,Barcelona,Barcelonès
HUTB-010278,Sense especificar,Alta,Carrer FRANCISCO GINER 49,8012,Barcelona,Barcelonès
HUTB-010280,Sense especificar,Alta,Passatge GAIOLA 11,8013,Barcelona,Barcelonès
HUTB-010281,Sense especificar,Alta,Carrer Galileu 150,8028,Barcelona,Barcelonès
HUTB-010283,Sense especificar,Alta,Carrer GALILEU 307,8028,Barcelona,Barcelonès
HUTB-010285,Sense especificar,Alta,Carrer Parlament 4,8015,Barcelona,Barcelonès
HUTB-010286,Sense especificar,Alta,Carrer GANDUXER 20,8021,Barcelona,Barcelonès
HUTB-010287,Sense especificar,Alta,Passatge García Cambra 7,8041,Barcelona,Barcelonès
HUTB-010290,Sense especificar,Alta,Passeig García Faria 77,8019,Barcelona,Barcelonès
HUTB-010291,HUTB- 010291,Alta,Carrer del Parlament 18,8015,Barcelona,Barcelonès
HUTB-010293,Sense especificar,Alta,Carrer Parlament 25,8015,Barcelona,Barcelonès
HUTB-010300,Sense especificar,Alta,Carrer Pau Claris 104,8009,Barcelona,Barcelonès
HUTB-010309,Sense especificar,Alta,Carrer Diputació 8-10,8015,Barcelona,Barcelonès
HUTB-010311,Sense especificar,Alta,Carrer Sepúlveda 163,8011,Barcelona,Barcelonès
HUTB-010312,Sense especificar,Alta,Carrer Sèquia Comtal 1-3,8018,Barcelona,Barcelonès
HUTB-010314,Sense especificar,Alta,Carrer de la Diputació 8-10,8015,Barcelona,Barcelonès
HUTB-010324,Sense especificar,Alta,Carrer SICILIA 209,8013,Barcelona,Barcelonès
HUTB-010325,Sense especificar,Alta,Carrer Provença 474,8025,Barcelona,Barcelonès
HUTB-010326,Sense especificar,Alta,Plaça Sortidor 14,8004,Barcelona,Barcelonès
HUTB-010328,Sense especificar,Alta,Carrer Tamarit 106,8015,Barcelona,Barcelonès
HUTB-010331,Sense especificar,Alta,Carrer de Tamarit 109,8015,Barcelona,Barcelonès
HUTB-010338,Sense especificar,Alta,Carrer RADAS 10,8004,Barcelona,Barcelonès
HUTB-010341,Sense especificar,Alta,Carrer Radas 81,8004,Barcelona,Barcelonès
HUTB-010342,Sense especificar,Alta,Carrer Tamarit 109,8015,Barcelona,Barcelonès
HUTB-010343,Sense especificar,Alta,Carrer TAMARIT 109,8015,Barcelona,Barcelonès
HUTB-010346,Sense especificar,Alta,Carrer Ramon Turró 260,8005,Barcelona,Barcelonès
HUTB-010349,Sense especificar,Alta,Carrer Ramon y Cajal 14,8012,Barcelona,Barcelonès
HUTB-010351,Sense especificar,Alta,Carrer Ramon y Cajal 41,8012,Barcelona,Barcelonès
HUTB-010353,Sense especificar,Alta,Avinguda República Argentina 248,8023,Barcelona,Barcelonès
HUTB-010355,Sense especificar,Alta,Carrer Ricart 14,8004,Barcelona,Barcelonès
HUTB-010356,Sense especificar,Alta,Carrer Ricart 40,8004,Barcelona,Barcelonès
HUTB-010357,Sense especificar,Alta,Carrer Riera Sant Miquel 47,8006,Barcelona,Barcelonès
HUTB-010359,Sense especificar,Alta,Carrer Roc Boronat 5,8005,Barcelona,Barcelonès
HUTB-010360,Sense especificar,Alta,Carrer ROCAFORT 66,8015,Barcelona,Barcelonès
HUTB-010364,Sense especificar,Alta,Carrer Radas 39,8004,Barcelona,Barcelonès
HUTB-010369,Sense especificar,Alta,Carrer RADAS 61,8004,Barcelona,Barcelonès
HUTB-010371,Sense especificar,Alta,Carrer Radas 61,8004,Barcelona,Barcelonès
HUTB-010382,Sense especificar,Alta,Carrer Valencia 352,8009,Barcelona,Barcelonès
HUTB-010383,Sense especificar,Alta,Carrer VALENCIA 381,8013,Barcelona,Barcelonès
HUTB-010385,Sense especificar,Alta,Carrer Valencia 435,8013,Barcelona,Barcelonès
HUTB-010389,Sense especificar,Alta,Carrer Venus 13,8012,Barcelona,Barcelonès
HUTB-010390,Sense especificar,Alta,Carrer Vergos 18,8017,Barcelona,Barcelonès
HUTB-010397,Sense especificar,Alta,Carrer Vilamari 2,8015,Barcelona,Barcelonès
HUTB-010398,Sense especificar,Alta,Carrer Vilamari 58,8015,Barcelona,Barcelonès
HUTB-010399,Sense especificar,Alta,Carrer Vilamari 101,8029,Barcelona,Barcelonès
HUTB-010400,Sense especificar,Alta,Carrer Vilamari 126,8015,Barcelona,Barcelonès
HUTB-010402,Sense especificar,Alta,Passatge Vilaret 23,8013,Barcelona,Barcelonès
HUTB-010410,Sense especificar,Alta,Avinguda GAUDI 43,8025,Barcelona,Barcelonès
HUTB-010411,Sense especificar,Alta,Carrer Vilamari 67,8015,Barcelona,Barcelonès
HUTB-010412,Sense especificar,Alta,Avinguda GAUDI 51-53,8025,Barcelona,Barcelonès
HUTB-010413,Sense especificar,Alta,Ronda General Mitre 59,8017,Barcelona,Barcelonès
HUTB-010414,Sense especificar,Alta,Ronda General Mitre 188-B,8006,Barcelona,Barcelonès
HUTB-010416,Sense especificar,Alta,Carrer Girona 24,8010,Barcelona,Barcelonès
HUTB-010417,Sense especificar,Alta,Carrer GIRONA 33,8010,Barcelona,Barcelonès
HUTB-010418,Sense especificar,Alta,Carrer Girona 39,8010,Barcelona,Barcelonès
HUTB-010421,Sense especificar,Alta,Carrer GIRONA 108,8009,Barcelona,Barcelonès
HUTB-010422,Sense especificar,Alta,Carrer Gràcia 1,8012,Barcelona,Barcelonès
HUTB-010423,Sense especificar,Alta,Carrer Industria 222,8026,Barcelona,Barcelonès
HUTB-010424,Sense especificar,Alta,Carrer Industria 227-233,8041,Barcelona,Barcelonès
HUTB-010425,Sense especificar,Alta,Carrer Industria 278,8026,Barcelona,Barcelonès
HUTB-010428,Sense especificar,Alta,Passatge de Maiol 9,8013,Barcelona,Barcelonès
HUTB-010430,Sense especificar,Alta,Carrer Margarit 5,8004,Barcelona,Barcelonès
HUTB-010431,Sense especificar,Alta,Carrer Margarit 28,8004,Barcelona,Barcelonès
HUTB-010433,Sense especificar,Alta,Carrer Mallorca 336,8037,Barcelona,Barcelonès
HUTB-010438,Sense especificar,Alta,Carrer Moianès 73-75,8014,Barcelona,Barcelonès
HUTB-010466,Sense especificar,Alta,Passatge VILARET 23,8013,Barcelona,Barcelonès
HUTB-010470,Sense especificar,Alta,Carrer MALLORCA 502,8013,Barcelona,Barcelonès
HUTB-010471,BCN0029 Villarroel 30,Alta,Carrer de Villarroel 30,8011,Barcelona,Barcelonès
HUTB-010472,Sense especificar,Alta,Carrer Villarroel 42,8011,Barcelona,Barcelonès
HUTB-010477,Sense especificar,Alta,Carrer Mare de Deu dels Desamparats 23,8012,Barcelona,Barcelonès
HUTB-010483,Sense especificar,Alta,Carrer Marina 57,8005,Barcelona,Barcelonès
HUTB-010484,Sense especificar,Alta,Carrer Marina 189,8005,Barcelona,Barcelonès
HUTB-010492,Sense especificar,Alta,Carrer Marina 75,8005,Barcelona,Barcelonès
HUTB-010495,Sense especificar,Alta,Carrer Marina 252,8013,Barcelona,Barcelonès
HUTB-010499,Sense especificar,Alta,Avinguda República Argentina 36,8023,Barcelona,Barcelonès
HUTB-010501,Sense especificar,Alta,Carrer Roger de Flor 136,8013,Barcelona,Barcelonès
HUTB-010510,Sense especificar,Alta,Carrer Roger de Flor 222 Bis,8013,Barcelona,Barcelonès
HUTB-010511,Sense especificar,Alta,Carrer Roger de Llúria 6,8010,Barcelona,Barcelonès
HUTB-010514,Sense especificar,Alta,Travessera Corts 118-120,8028,Barcelona,Barcelonès
HUTB-010519,Sense especificar,Alta,Carrer Rocafort 135,8015,Barcelona,Barcelonès
HUTB-010520,Sense especificar,Alta,Carrer Rocafort 163,8015,Barcelona,Barcelonès
HUTB-010523,Sense especificar,Alta,Avinguda Roma 10,8015,Barcelona,Barcelonès
HUTB-010529,Sense especificar,Alta,Plaça DOCTOR LETAMENDI 7,8007,Barcelona,Barcelonès
HUTB-010533,Sense especificar,Alta,Carrer Fernando Poo 32,8005,Barcelona,Barcelonès
HUTB-010535,Sense especificar,Alta,Passatge Flaugier 12,8041,Barcelona,Barcelonès
HUTB-010539,Sense especificar,Alta,Carrer Villarroel 76,8011,Barcelona,Barcelonès
HUTB-010559,Sense especificar,Alta,Carrer Villarroel 121,8011,Barcelona,Barcelonès
HUTB-010561,Sense especificar,Alta,Carrer Villarroel 125,8011,Barcelona,Barcelonès
HUTB-010562,Sense especificar,Alta,Carrer Villarroel 172,8036,Barcelona,Barcelonès
HUTB-010563,Sense especificar,Alta,Carrer Villarroel 214,8036,Barcelona,Barcelonès
HUTB-010567,Sense especificar,Alta,Carrer Grassot 22,8025,Barcelona,Barcelonès
HUTB-010576,Sense especificar,Alta,Avinguda de Gaudï¿¿ 31,8025,Barcelona,Barcelonès
HUTB-010589,Sense especificar,Alta,Carrer Girona 167-169,8037,Barcelona,Barcelonès
HUTB-010616,Sense especificar,Alta,Rambla Catalunya 98 Bis,8008,Barcelona,Barcelonès
HUTB-010677,Sense especificar,Alta,Carrer Proclamació 12,8003,Barcelona,Barcelonès
HUTB-010678,Àtic Les Corts Barcelona,Alta,Carrer Gran Via Carles III 63 Bis,8028,Barcelona,Barcelonès
HUTB-010693,Sense especificar,Alta,Carrer Alcalà de Guadaira 23,8020,Barcelona,Barcelonès
HUTB-010694,Sense especificar,Alta,Carrer Alcúdia 28-30,8016,Barcelona,Barcelonès
HUTB-010709,Sense especificar,Alta,Carrer Casp 150,8013,Barcelona,Barcelonès
HUTB-010710,Sense especificar,Alta,Carrer CASP 150,8013,Barcelona,Barcelonès
HUTB-010716,BCN3008 Casp 150,Alta,Carrer CASP 150,8013,Barcelona,Barcelonès
HUTB-010720,Sense especificar,Alta,Carrer CASP 41,8010,Barcelona,Barcelonès
HUTB-010746,Sense especificar,Alta,Carrer Andrade 116,8020,Barcelona,Barcelonès
HUTB-010747,Sense especificar,Alta,Carrer Àngels Garriga 4,8020,Barcelona,Barcelonès
HUTB-010748,Sense especificar,Alta,Carrer Aragó 156,8011,Barcelona,Barcelonès
HUTB-010750,Sense especificar,Alta,Carrer Aragó 348-350,8009,Barcelona,Barcelonès
HUTB-010752,Sense especificar,Alta,Carrer Dalmases 79-81,8022,Barcelona,Barcelonès
HUTB-010753,Sense especificar,Alta,Carrer Aragó 410,8013,Barcelona,Barcelonès
HUTB-010754,Sense especificar,Alta,Carrer ARAGO 415,8013,Barcelona,Barcelonès
HUTB-010755,Sense especificar,Alta,Carrer Deu i Mata 96,8029,Barcelona,Barcelonès
HUTB-010756,Sense especificar,Alta,Carrer Aragó 528,8013,Barcelona,Barcelonès
HUTB-010758,Sense especificar,Alta,Avinguda Diagonal 54,8019,Barcelona,Barcelonès
HUTB-010759,Sense especificar,Alta,Avinguda Diagonal 66,8019,Barcelona,Barcelonès
HUTB-010764,Sense especificar,Alta,Passatge DIPOSIT 8B,8024,Barcelona,Barcelonès
HUTB-010765,Gaudí 45,Alta,Avinguda Gaudí 45,8025,Barcelona,Barcelonès
HUTB-010766,HUTB- 010766,Alta,Avinguda de Gaudí 73,8025,Barcelona,Barcelonès
HUTB-010767,Sense especificar,Alta,Carrer GAVA 32,8014,Barcelona,Barcelonès
HUTB-010768,Sense especificar,Alta,Carrer Diputació 12,8015,Barcelona,Barcelonès
HUTB-010770,Sense especificar,Alta,Carrer Diputació 135,8011,Barcelona,Barcelonès
HUTB-010771,Sense especificar,Alta,Carrer Camelies 67,8024,Barcelona,Barcelonès
HUTB-010772,BCN0009 Diputació 320,Alta,Carrer de la Diputació 320,8009,Barcelona,Barcelonès
HUTB-010773,Sense especificar,Alta,Carrer Diputació 345,8009,Barcelona,Barcelonès
HUTB-010776,Sense especificar,Alta,Carrer Gavà 32,8014,Barcelona,Barcelonès
HUTB-010788,Sense especificar,Alta,Carrer Aribau 132,8036,Barcelona,Barcelonès
HUTB-010791,RAMBLA DE CATALUNYA 52 ATICO 1º,Alta,Rambla CATALUNYA 52,8007,Barcelona,Barcelonès
HUTB-010792,RAMBLA DE CATALUNYA 52 ATICO 2º,Alta,Rambla CATALUNYA 52,8007,Barcelona,Barcelonès
HUTB-010793,Sense especificar,Alta,Rambla de Catalunya 37,8007,Barcelona,Barcelonès
HUTB-010796,Sense especificar,Alta,Carrer Aribau 237-241,8021,Barcelona,Barcelonès
HUTB-010799,Sense especificar,Alta,Via Augusta 339,8017,Barcelona,Barcelonès
HUTB-010801,Sense especificar,Alta,Carrer Bac de Roda 36,8019,Barcelona,Barcelonès
HUTB-010802,Sense especificar,Alta,Rambla Poblenou 90,8005,Barcelona,Barcelonès
HUTB-010803,OPENING DOORS POBLENOU BEACH,Alta,Carrer de Bac de Roda 69,8005,Barcelona,Barcelonès
HUTB-010804,Sense especificar,Alta,Carrer Poeta Cabanyes 17,8004,Barcelona,Barcelonès
HUTB-010805,Sense especificar,Alta,Carrer Poeta Cabanyes 22,8004,Barcelona,Barcelonès
HUTB-010806,Sense especificar,Alta,Carrer POETA CABANYES 36,8004,Barcelona,Barcelonès
HUTB-010807,Sense especificar,Alta,Carrer Pomaret 7-9,8017,Barcelona,Barcelonès
HUTB-010808,Sense especificar,Alta,Rambla Prim 19,8019,Barcelona,Barcelonès
HUTB-010810,Sense especificar,Alta,Carrer PROVENÇA 125,8036,Barcelona,Barcelonès
HUTB-010815,Sense especificar,Alta,Carrer Provença 181,8036,Barcelona,Barcelonès
HUTB-010816,Sense especificar,Alta,Carrer PROVENÇA 192-194,8036,Barcelona,Barcelonès
HUTB-010820,Sense especificar,Alta,Carrer Provença 242,8008,Barcelona,Barcelonès
HUTB-010824,Sense especificar,Alta,Carrer Provença 467-469,8025,Barcelona,Barcelonès
HUTB-010826,Sense especificar,Alta,Carrer Puigcerdà 273-275,8020,Barcelona,Barcelonès
HUTB-010828,Sense especificar,Alta,Carrer Pujades 271,8005,Barcelona,Barcelonès
HUTB-010829,Sense especificar,Alta,Carrer Radas 34,8004,Barcelona,Barcelonès
