license,name,state,address,cdpostal,Municipi,Comarca
ATB-000003,Gutenberg,Alta,Passatge Gutenberg 7,8001,Barcelona,Barcelonès
ATB-000005,Silver,Alta,Carrer Breton de los Herreros 26,8012,Barcelona,Barcelonès
ATB-000009,SENATOR BARCELONA APARTMENTS,Alta,Via Augusta 167,8021,Barcelona,Barcelonès
ATB-000042,THE STREETS APARTMENTS RAMBLA,Alta,Carrer la Rambla 34,8002,Barcelona,Barcelonès
ATB-000044,Descartes,Alta,Carrer Descartes 4,8006,Barcelona,Barcelonès
ATB-000049,Villa Sagrada,Alta,Passatge Vilaret 13,8013,Barcelona,Barcelonès
ATB-000062,Tibidabo Apartments,Alta,Carrer Jericó 20,8035,Barcelona,Barcelonès
ATB-000083,DV Apartamentos,Alta,Carrer Torns 3,8028,Barcelona,Barcelonès
ATB-000086,Midtown Apartments,Alta,Carrer Casp 35,8010,Barcelona,Barcelonès
ATB-000088,Apartamentos Turisticos,Alta,Carrer Antic de Bofarull 15-11,8026,Barcelona,Barcelonès
ATB-000089,Hostemplo,Alta,"Carrer Sicilia, 276-280 276-280",8013,Barcelona,Barcelonès
ATB-000276,MONTURIOL APARTAMENTS,Alta,Carrer de Monturiol 23,8018,Barcelona,Barcelonès
ATB-010001,Sense especificar,Alta,Avinguda Diagonal 199,8018,Barcelona,Barcelonès
HUTB-000002,Sense especificar,Alta,Carrer Marina 306,8025,Barcelona,Barcelonès
HUTB-000018,Sense especificar,Alta,Carrer Marina 366,8025,Barcelona,Barcelonès
HUTB-000024,Sense especificar,Alta,Carrer Marina 240,8013,Barcelona,Barcelonès
HUTB-000025,Sense especificar,Alta,Carrer Marina 223,8013,Barcelona,Barcelonès
HUTB-000026,Sense especificar,Alta,Carrer MARINA 240,8013,Barcelona,Barcelonès
HUTB-000027,Sense especificar,Alta,Carrer MARINA 245,8013,Barcelona,Barcelonès
HUTB-000028,Sense especificar,Alta,Carrer Marina 44,8005,Barcelona,Barcelonès
HUTB-000029,Sense especificar,Alta,Carrer Marina 104,8018,Barcelona,Barcelonès
HUTB-000031,Sense especificar,Alta,Carrer MARQUES DE BARBERA 8,8001,Barcelona,Barcelonès
HUTB-000035,Sense especificar,Alta,Carrer Marquès de Campo Sagrado 7,8015,Barcelona,Barcelonès
HUTB-000036,MARQUES,Alta,Carrer Marquès de Campo Sagrado 9,8015,Barcelona,Barcelonès
HUTB-000039,Sense especificar,Alta,Carrer Marquesa 9,8003,Barcelona,Barcelonès
HUTB-000043,Sense especificar,Alta,Carrer Martí i Alsina 4,8031,Barcelona,Barcelonès
HUTB-000044,Sense especificar,Alta,Carrer Martí Molins 2,8027,Barcelona,Barcelonès
HUTB-000045,Sense especificar,Alta,Carrer Martinez de la Rosa 11,8012,Barcelona,Barcelonès
HUTB-000046,Sense especificar,Alta,Carrer Martínez de la Rosa 11,8012,Barcelona,Barcelonès
HUTB-000051,Sense especificar,Alta,Carrer Martínez de la Rosa 51,8012,Barcelona,Barcelonès
HUTB-000052,Sense especificar,Alta,Carrer Martinez de la Rosa 53,8012,Barcelona,Barcelonès
HUTB-000061,Sense especificar,Alta,Carrer MARTINEZ DE LA ROSA 24,8012,Barcelona,Barcelonès
HUTB-000062,Sense especificar,Alta,Passatge Mas de Roda 26,8005,Barcelona,Barcelonès
HUTB-000063,Sense especificar,Alta,Carrer Mata 28,8004,Barcelona,Barcelonès
HUTB-000064,Port Montjuïc,Alta,Carrer Mata 3-5,8004,Barcelona,Barcelonès
HUTB-000065,Happy People Ramblas Harbour Apartments,Alta,Carrer Mata 24,8004,Barcelona,Barcelonès
HUTB-000070,Ramblas-Harbour,Alta,Carrer Mata 24,8004,Barcelona,Barcelonès
HUTB-000071,Sense especificar,Alta,Carrer Mercaders 5,8003,Barcelona,Barcelonès
HUTB-000075,OLA LIVING MERCÈ,Alta,Carrer MERCÈ 6,8002,Barcelona,Barcelonès
HUTB-000078,Sense especificar,Alta,Carrer MERCE 11,8002,Barcelona,Barcelonès
HUTB-000079,Sense especificar,Alta,Carrer MERCE 21,8002,Barcelona,Barcelonès
HUTB-000080,Sense especificar,Alta,Avinguda Meridiana 2,8018,Barcelona,Barcelonès
HUTB-000081,Sense especificar,Alta,Avinguda MERIDIANA 109,8026,Barcelona,Barcelonès
HUTB-000084,Sense especificar,Alta,Avinguda Meridiana 113,8026,Barcelona,Barcelonès
HUTB-000087,Sense especificar,Alta,Carrer Milà i Fontanals 34,8012,Barcelona,Barcelonès
HUTB-000088,BCN3002 Milans 7 (2-1),Alta,Carrer Milans 7,8002,Barcelona,Barcelonès
HUTB-000089,BCN3003 Milans 7 (2-2),Alta,Carrer de Milans 7,8002,Barcelona,Barcelonès
HUTB-000090,Sense especificar,Alta,Carrer Mineria 7,8038,Barcelona,Barcelonès
HUTB-000091,MS84-33,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000092,MS84-32,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000093,MS84-31,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000094,MS84-42,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000095,MS84-52,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000096,MS84-11,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000097,MS84-12,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000098,MS84-13,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000099,MS84-21,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000100,MS84-22,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000101,MS84-23,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000102,MS84-41,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000103,MS84-43,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000104,MS84-51,Alta,Carrer de l Equador 31,8029,Barcelona,Barcelonès
HUTB-000105,Sense especificar,Alta,Carrer Ermengarda 2,8014,Barcelona,Barcelonès
HUTB-000106,Sense especificar,Alta,Carrer Escipió 36-38,8023,Barcelona,Barcelonès
HUTB-000108,Sense especificar,Alta,Carrer Escorial 5-7,8024,Barcelona,Barcelonès
HUTB-000109,Sense especificar,Alta,Carrer ESCORIAL 152,8024,Barcelona,Barcelonès
HUTB-000110,Sense especificar,Alta,Carrer Escorial 11,8024,Barcelona,Barcelonès
HUTB-000111,Sense especificar,Alta,Carrer Escudellers 18,8002,Barcelona,Barcelonès
HUTB-000116,Sense especificar,Alta,Carrer Escudellers 36,8002,Barcelona,Barcelonès
HUTB-000127,Sense especificar,Alta,Carrer Esparteria 1,8003,Barcelona,Barcelonès
HUTB-000132,Sense especificar,Alta,Carrer Esparteria 5,8003,Barcelona,Barcelonès
HUTB-000135,Sense especificar,Alta,Carrer Espolsa-Sacs 4,8002,Barcelona,Barcelonès
HUTB-000137,Sense especificar,Alta,Carrer Espronceda 293,8018,Barcelona,Barcelonès
HUTB-000138,Sense especificar,Alta,Carrer Espronceda 38,8005,Barcelona,Barcelonès
HUTB-000139,Sense especificar,Alta,Carrer d Esquirol 4,8003,Barcelona,Barcelonès
HUTB-000141,Sense especificar,Alta,Carrer Estocolm 1,8005,Barcelona,Barcelonès
HUTB-000142,Sense especificar,Alta,Carrer Farell 25,8014,Barcelona,Barcelonès
HUTB-000151,Sense especificar,Alta,Carrer Felip II 128,8027,Barcelona,Barcelonès
HUTB-000154,Sense especificar,Alta,Carrer FERNANDEZ DURO 3,8014,Barcelona,Barcelonès
HUTB-000159,Sense especificar,Alta,Carrer Fernandez Duro 3,8014,Barcelona,Barcelonès
HUTB-000160,Sense especificar,Alta,Carrer Ferran 24,8002,Barcelona,Barcelonès
HUTB-000166,Sense especificar,Alta,Carrer Ferran 43,8002,Barcelona,Barcelonès
HUTB-000167,Sense especificar,Alta,Carrer Ferrocarril 27,8005,Barcelona,Barcelonès
HUTB-000168,Sense especificar,Alta,Carrer de Rocafort 46,8015,Barcelona,Barcelonès
HUTB-000183,Sense especificar,Alta,Carrer Flassaders 31,8003,Barcelona,Barcelonès
HUTB-000185,Sense especificar,Alta,Carrer de Flassaders 33,8003,Barcelona,Barcelonès
HUTB-000186,Sense especificar,Alta,Passatge Flaugier 39,8041,Barcelona,Barcelonès
HUTB-000189,Sense especificar,Alta,Carrer Flor 5,8002,Barcelona,Barcelonès
HUTB-000192,Sense especificar,Alta,Carrer Flor de Lliri 9,8003,Barcelona,Barcelonès
HUTB-000193,BCN0030 Florídablanca 125,Alta,Carrer Floridablanca 125,8011,Barcelona,Barcelonès
HUTB-000195,Sense especificar,Alta,Carrer Floridablanca 24,8015,Barcelona,Barcelonès
HUTB-000196,Sense especificar,Alta,Carrer Floridablanca 79,8015,Barcelona,Barcelonès
HUTB-000209,Sense especificar,Alta,Carrer Fluvià 109-111,8020,Barcelona,Barcelonès
HUTB-000211,Sense especificar,Alta,Carrer Fluvià 97,8019,Barcelona,Barcelonès
HUTB-000212,Sense especificar,Alta,Carrer Fluvià 113,8019,Barcelona,Barcelonès
HUTB-000219,Sense especificar,Alta,Carrer Fontrodona 29,8004,Barcelona,Barcelonès
HUTB-000220,Sense especificar,Alta,Carrer Fontrodona 70,8004,Barcelona,Barcelonès
HUTB-000221,Sense especificar,Alta,Carrer Formatgeria 3,8003,Barcelona,Barcelonès
HUTB-000222,Sense especificar,Alta,Carrer Francesc Pérez-Cabrero 11,8021,Barcelona,Barcelonès
HUTB-000223,Sense especificar,Alta,Carrer Francisco Giner 16,8012,Barcelona,Barcelonès
HUTB-000229,Sense especificar,Alta,Carrer Francisco Giner 50,8012,Barcelona,Barcelonès
HUTB-000230,Sense especificar,Alta,Carrer Francolí 40,8006,Barcelona,Barcelonès
HUTB-000232,Sant Jordi Pisos-Sagrada Familia,Alta,Carrer Freser 5,8026,Barcelona,Barcelonès
HUTB-000250,Sense especificar,Alta,Carrer Freser 78,8026,Barcelona,Barcelonès
HUTB-000255,Sense especificar,Alta,Carrer Freser 230,8031,Barcelona,Barcelonès
HUTB-000258,Sense especificar,Alta,Passatge Gaiola 11,8013,Barcelona,Barcelonès
HUTB-000260,Sense especificar,Alta,Plaça GAL.LA PLACIDIA 1-3,8006,Barcelona,Barcelonès
HUTB-000261,Apartament Augusta,Alta,Plaça Gal.la Placidia 1-3,8006,Barcelona,Barcelonès
HUTB-000262,Sense especificar,Alta,Plaça Gal.la Placidia 5-7,8006,Barcelona,Barcelonès
HUTB-000263,Sense especificar,Alta,Carrer Galceran Marquet 8,8005,Barcelona,Barcelonès
HUTB-000266,Sense especificar,Alta,Carrer Galileu 151-153,8028,Barcelona,Barcelonès
HUTB-000267,Sense especificar,Alta,Carrer Ganduxer 50,8021,Barcelona,Barcelonès
HUTB-000268,Sense especificar,Alta,Carrer Ganduxer 74-76,8021,Barcelona,Barcelonès
HUTB-000269,Apartamentos Ganduxer,Alta,Carrer Ganduxer 50,8021,Barcelona,Barcelonès
HUTB-000279,Sense especificar,Alta,Passeig Garcia Faria 73,8019,Barcelona,Barcelonès
HUTB-000280,Sense especificar,Alta,Passeig Garcia Faria 75,8019,Barcelona,Barcelonès
HUTB-000288,Sense especificar,Alta,Passeig Garcia Faria 77,8019,Barcelona,Barcelonès
HUTB-000293,Sense especificar,Alta,Passeig Garcia Faria 81,8019,Barcelona,Barcelonès
HUTB-000299,Sense especificar,Alta,Passeig Garcia Faria 73-75,8019,Barcelona,Barcelonès
HUTB-000301,Sense especificar,Alta,Passeig Garcia Faria 69-71,8019,Barcelona,Barcelonès
HUTB-000303,Sense especificar,Alta,Passeig Garcia Faria 57,8019,Barcelona,Barcelonès
HUTB-000304,Sense especificar,Alta,Passeig GARCIA FARIA 81,8019,Barcelona,Barcelonès
HUTB-000305,BCN0021 Garcia Faria 75,Alta,Passeig de Garcia Fària 75,8019,Barcelona,Barcelonès
HUTB-000314,Edifici Gaudí,Alta,Avinguda Gaudí 14,8025,Barcelona,Barcelonès
HUTB-000320,Sense especificar,Alta,Avinguda GAUDI 16,8025,Barcelona,Barcelonès
HUTB-000321,Sense especificar,Alta,Avinguda GAUDI 36,8025,Barcelona,Barcelonès
HUTB-000323,Avinguda Gaudi,Alta,Avinguda Gaudí 66,8025,Barcelona,Barcelonès
HUTB-000324,Sense especificar,Alta,Avinguda Gaudí 66,8025,Barcelona,Barcelonès
HUTB-000325,Sense especificar,Alta,Avinguda Gaudí 26-28,8025,Barcelona,Barcelonès
HUTB-000335,Sense especificar,Alta,Avinguda GAUDI 8,8025,Barcelona,Barcelonès
HUTB-000342,Sense especificar,Alta,Avinguda Gaudí 2,8025,Barcelona,Barcelonès
HUTB-000343,Sense especificar,Alta,Avinguda Gaudí 64,8025,Barcelona,Barcelonès
HUTB-000344,Sense especificar,Alta,Carrer Gavà 8,8014,Barcelona,Barcelonès
HUTB-000350,Sense especificar,Alta,Ronda General Mitre 226,8023,Barcelona,Barcelonès
HUTB-000355,"RDA GENERAL MITRE 7, 6-1",Alta,Ronda del General Mitre 7,8017,Barcelona,Barcelonès
HUTB-000356,"RDA GENERAL MITRE 7, 9-3",Alta,Ronda GENERAL MITRE 7,8017,Barcelona,Barcelonès
HUTB-000357,Sense especificar,Alta,Carrer Gerard Piera 13-15,8028,Barcelona,Barcelonès
HUTB-000358,Sense especificar,Alta,Carrer Gerard Piera 5-11,8028,Barcelona,Barcelonès
HUTB-000363,Sense especificar,Alta,Carrer Gignas 17,8002,Barcelona,Barcelonès
HUTB-000364,Sense especificar,Alta,Carrer Gimbernat 8,8004,Barcelona,Barcelonès
HUTB-000365,Sense especificar,Alta,Carrer GIRALT EL PELLISSER 8,8003,Barcelona,Barcelonès
HUTB-000366,HUTB-000366-26 SUNNY PENTHOUSE,Alta,Passatge del Gira-sol 5,8041,Barcelona,Barcelonès
HUTB-000367,Sense especificar,Alta,Carrer Girona 97,8009,Barcelona,Barcelonès
HUTB-000380,Sense especificar,Alta,Carrer Girona 99,8009,Barcelona,Barcelonès
HUTB-000382,Sense especificar,Alta,Carrer Girona 101,8009,Barcelona,Barcelonès
HUTB-000383,Sense especificar,Alta,Carrer GIRONA 103,8009,Barcelona,Barcelonès
HUTB-000384,Sense especificar,Alta,Carrer Girona 110,8009,Barcelona,Barcelonès
HUTB-000399,Sense especificar,Alta,Carrer GIRONA 112,8009,Barcelona,Barcelonès
HUTB-000400,Sense especificar,Alta,Carrer Girona 15,8010,Barcelona,Barcelonès
HUTB-000404,Sense especificar,Alta,Carrer Girona 27,8010,Barcelona,Barcelonès
HUTB-000406,Sense especificar,Alta,Carrer Girona 132,8037,Barcelona,Barcelonès
HUTB-000407,Sense especificar,Alta,Carrer Girona 80,8009,Barcelona,Barcelonès
HUTB-000424,Sense especificar,Alta,Carrer Goya 7,8012,Barcelona,Barcelonès
HUTB-000427,Sense especificar,Alta,Carrer GOYA 16,8012,Barcelona,Barcelonès
HUTB-000428,Sense especificar,Alta,Travessera GRACIA 366,8025,Barcelona,Barcelonès
HUTB-000429,Sense especificar,Alta,Passeig Gràcia 52,8007,Barcelona,Barcelonès
HUTB-000430,Sense especificar,Alta,Passeig Gracia 3,8007,Barcelona,Barcelonès
HUTB-000433,Sense especificar,Alta,Passeig GRACIA 3,8007,Barcelona,Barcelonès
HUTB-000434,Sense especificar,Alta,Passeig Gràcia 15,8007,Barcelona,Barcelonès
HUTB-000435,Sense especificar,Alta,Passeig GRACIA 15,8007,Barcelona,Barcelonès
HUTB-000436,Sense especificar,Alta,Passeig DE GRACIA 15,8007,Barcelona,Barcelonès
HUTB-000437,Sense especificar,Alta,Passeig de Gràcia 15,8007,Barcelona,Barcelonès
HUTB-000443,Sense especificar,Alta,Passeig Gràcia 16,8007,Barcelona,Barcelonès
HUTB-000444,Sense especificar,Alta,Passeig GRACIA 23,8007,Barcelona,Barcelonès
HUTB-000445,Sense especificar,Alta,Passeig Gràcia 44,8007,Barcelona,Barcelonès
HUTB-000446,Sense especificar,Alta,Passeig Gràcia 50,8007,Barcelona,Barcelonès
HUTB-000452,AB Passeig de Gràcia Casa Batlló,Alta,Passeig DE GRACIA 58,8007,Barcelona,Barcelonès
HUTB-000453,Sense especificar,Alta,Passeig GRACIA 64,8007,Barcelona,Barcelonès
HUTB-000471,Sense especificar,Alta,Passeig Gràcia 69,8008,Barcelona,Barcelonès
HUTB-000474,Sense especificar,Alta,Passeig GRACIA 69,8008,Barcelona,Barcelonès
HUTB-000485,Sense especificar,Alta,Passeig gràcia 69,8008,Barcelona,Barcelonès
HUTB-000499,Sense especificar,Alta,Passeig Gràcia 83,8008,Barcelona,Barcelonès
HUTB-000539,Sense especificar,Alta,Passeig Gràcia 97,8008,Barcelona,Barcelonès
HUTB-000540,Sense especificar,Alta,Travessera Gràcia 98,8008,Barcelona,Barcelonès
HUTB-000541,Sense especificar,Alta,Passeig Gràcia 99,8008,Barcelona,Barcelonès
HUTB-000544,Sense especificar,Alta,Passeig Gracia 108,8008,Barcelona,Barcelonès
HUTB-000545,Sense especificar,Alta,Passeig GRACIA 108,8008,Barcelona,Barcelonès
HUTB-000548,Sense especificar,Alta,Passeig GRACIA 113,8008,Barcelona,Barcelonès
HUTB-000554,Sense especificar,Alta,Passeig Gràcia 115,8008,Barcelona,Barcelonès
HUTB-000567,Sense especificar,Alta,Passeig GRACIA 128,8008,Barcelona,Barcelonès
HUTB-000582,Sense especificar,Alta,Travessera de Gràcia 51,8006,Barcelona,Barcelonès
HUTB-000583,Sense especificar,Alta,Travessera GRACIA 133,8012,Barcelona,Barcelonès
HUTB-000592,Sense especificar,Alta,Travessera Gracia 136,8012,Barcelona,Barcelonès
HUTB-000593,ACOGEDOR APARTAMENTO EN GRACIA,Alta,Travessera de Gràcia 164,8012,Barcelona,Barcelonès
HUTB-000594,Sense especificar,Alta,Travessera Gràcia 13,8021,Barcelona,Barcelonès
HUTB-000596,Sense especificar,Alta,Travessera Gràcia 32,8021,Barcelona,Barcelonès
HUTB-000597,Sense especificar,Alta,Travessera Gràcia 372,8025,Barcelona,Barcelonès
HUTB-000599,Sense especificar,Alta,Travessera Gràcia 441,8025,Barcelona,Barcelonès
HUTB-000609,Sense especificar,Alta,Travessera Gràcia 441-443,8025,Barcelona,Barcelonès
HUTB-000616,Sense especificar,Alta,Passeig Gràcia 3,8007,Barcelona,Barcelonès
HUTB-000620,Sense especificar,Alta,Passeig Gràcia 89,8008,Barcelona,Barcelonès
HUTB-000622,Sense especificar,Alta,Travessera Gràcia 343,8024,Barcelona,Barcelonès
HUTB-000637,Sixtyfour Apartments,Alta,Passeig Gràcia 64,8007,Barcelona,Barcelonès
HUTB-000638,Sense especificar,Alta,Passeig GRACIA 99,8008,Barcelona,Barcelonès
HUTB-000639,Sense especificar,Alta,Carrer Gran de Gràcia 29,8012,Barcelona,Barcelonès
HUTB-000641,Sense especificar,Alta,Carrer Gran de Gràcia 54,8012,Barcelona,Barcelonès
HUTB-000643,Sense especificar,Alta,Carrer Gran de Gràcia 205,8012,Barcelona,Barcelonès
HUTB-000659,Sense especificar,Alta,Carrer GRAN DE GRACIA 250,8012,Barcelona,Barcelonès
HUTB-000661,Sense especificar,Alta,Carrer Grases 8,8004,Barcelona,Barcelonès
HUTB-000662,Sense especificar,Alta,Carrer GRASSOT 4,8025,Barcelona,Barcelonès
HUTB-000673,Sense especificar,Alta,Carrer Grassot 66,8025,Barcelona,Barcelonès
HUTB-000674,Sense especificar,Alta,Carrer Grassot 100,8025,Barcelona,Barcelonès
HUTB-000681,Sense especificar,Alta,Carrer Grau i Torras 17,8003,Barcelona,Barcelonès
HUTB-000687,Sense especificar,Alta,Carrer Guàrdia 8,8001,Barcelona,Barcelonès
HUTB-000698,Sense especificar,Alta,Carrer Guillem Tell 15,8006,Barcelona,Barcelonès
HUTB-000699,Sense especificar,Alta,Carrer Guillem Tell 21,8006,Barcelona,Barcelonès
HUTB-000700,Sense especificar,Alta,Carrer Guillem Tell 34,8006,Barcelona,Barcelonès
HUTB-000702,Sense especificar,Alta,Plaça Guinardó 2,8041,Barcelona,Barcelonès
HUTB-000703,Sense especificar,Alta,Ronda GUINARDO 77,8024,Barcelona,Barcelonès
HUTB-000705,Sense especificar,Alta,Carrer Helsinki 19,8005,Barcelona,Barcelonès
HUTB-000706,Casa Encantadora,Alta,Carrer Helsinki 3,8005,Barcelona,Barcelonès
HUTB-000707,Sense especificar,Alta,Carrer Heures 4,8002,Barcelona,Barcelonès
HUTB-000708,Sense especificar,Alta,Carrer Hipòlit Làzaro 25,8025,Barcelona,Barcelonès
HUTB-000709,Sense especificar,Alta,Carrer Hipolit Lazaro 19,8025,Barcelona,Barcelonès
HUTB-000711,Sense especificar,Alta,Carrer HOMER 35B,8023,Barcelona,Barcelonès
HUTB-000713,Sense especificar,Alta,Carrer HOMER 37,8023,Barcelona,Barcelonès
HUTB-000714,Sense especificar,Alta,Carrer Horta 7,8031,Barcelona,Barcelonès
HUTB-000715,Sense especificar,Alta,Carrer Hospital 25,8001,Barcelona,Barcelonès
HUTB-000722,Sense especificar,Alta,Carrer Hospital 114,8001,Barcelona,Barcelonès
HUTB-000727,Sense especificar,Alta,Carrer Hospital 133,8001,Barcelona,Barcelonès
HUTB-000728,Sense especificar,Alta,Carrer Hospital 2,8001,Barcelona,Barcelonès
HUTB-000729,Sense especificar,Alta,Carrer Hostal d'en Sol 3,8002,Barcelona,Barcelonès
HUTB-000733,Sense especificar,Alta,Avinguda Icària 143,8005,Barcelona,Barcelonès
HUTB-000734,Sense especificar,Alta,Avinguda Icària 217,8005,Barcelona,Barcelonès
HUTB-000735,Sense especificar,Alta,Avinguda Icària 137,8005,Barcelona,Barcelonès
HUTB-000736,Sense especificar,Alta,Carrer Igualada 20,8012,Barcelona,Barcelonès
HUTB-000737,Sense especificar,Alta,Carrer Independència 287,8026,Barcelona,Barcelonès
HUTB-000748,Sense especificar,Alta,Carrer Independència 297,8026,Barcelona,Barcelonès
HUTB-000763,Sense especificar,Alta,Carrer Independència 317,8026,Barcelona,Barcelonès
HUTB-000764,Sense especificar,Alta,Carrer Independència 350,8026,Barcelona,Barcelonès
HUTB-000771,Sense especificar,Alta,Carrer INDEPENDENCIA 319,8026,Barcelona,Barcelonès
HUTB-000780,Sense especificar,Alta,Carrer Independència 315,8026,Barcelona,Barcelonès
HUTB-000782,Sense especificar,Alta,Carrer Indústria 183,8025,Barcelona,Barcelonès
HUTB-000783,Sense especificar,Alta,Carrer Indústria 18,8037,Barcelona,Barcelonès
HUTB-000784,Sense especificar,Alta,Carrer Indústria 105,8025,Barcelona,Barcelonès
HUTB-000786,Sense especificar,Alta,Carrer Indústria 52,8025,Barcelona,Barcelonès
HUTB-000787,Sense especificar,Alta,Carrer Indústria 93,8025,Barcelona,Barcelonès
HUTB-000789,Sense especificar,Alta,Carrer Indústria 165,8025,Barcelona,Barcelonès
HUTB-000806,Go Local Barcelona,Alta,Carrer Indústria 198,8025,Barcelona,Barcelonès
HUTB-000807,Sense especificar,Alta,Carrer Indústria 326,8026,Barcelona,Barcelonès
HUTB-000808,Sense especificar,Alta,Carrer Indústria 226-230,8026,Barcelona,Barcelonès
HUTB-000809,Sense especificar,Alta,Carrer Indústria 16,8037,Barcelona,Barcelonès
HUTB-000814,Sense especificar,Alta,Carrer Indústria 24,8037,Barcelona,Barcelonès
HUTB-000816,Sense especificar,Alta,Carrer Indústria 201,8041,Barcelona,Barcelonès
HUTB-000818,Sense especificar,Alta,Carrer Indústria 201-203,8041,Barcelona,Barcelonès
HUTB-000822,Sense especificar,Alta,Carrer Indústria 81,8025,Barcelona,Barcelonès
HUTB-000823,Sense especificar,Alta,Carrer Indústria 42,8025,Barcelona,Barcelonès
HUTB-000824,Sense especificar,Alta,Carrer Indústria 158,8025,Barcelona,Barcelonès
HUTB-000827,Sense especificar,Alta,Carrer INDUSTRIA 80,8025,Barcelona,Barcelonès
HUTB-000828,Sense especificar,Alta,Passeig d Isabel II 2,8003,Barcelona,Barcelonès
HUTB-000830,Sense especificar,Alta,Carrer de Jaume Vicens i Vives 15,8005,Barcelona,Barcelonès
HUTB-000831,Sense especificar,Alta,Passeig Joan de Borbó 15,8003,Barcelona,Barcelonès
HUTB-000835,Sense especificar,Alta,Passeig Joan de Borbó 38,8003,Barcelona,Barcelonès
HUTB-000837,Sense especificar,Alta,Passeig Joan de Borbó 50,8003,Barcelona,Barcelonès
HUTB-000840,Sense especificar,Alta,Carrer Joan d'Àustria 51,8005,Barcelona,Barcelonès
HUTB-000841,Sense especificar,Alta,Carrer Joan d'Austria 51,8005,Barcelona,Barcelonès
HUTB-000848,Sense especificar,Alta,Carrer JOAN D'AUSTRIA 51,8005,Barcelona,Barcelonès
HUTB-000849,08028 Apartments,Alta,Carrer Joan Güell 169,8028,Barcelona,Barcelonès
HUTB-000859,08028 Apartaments,Alta,Carrer Joan Güell 169,8028,Barcelona,Barcelonès
HUTB-000860,08028 Apartments,Alta,Carrer Joan Guell 169,8028,Barcelona,Barcelonès
HUTB-000894,Sense especificar,Alta,Carrer Joan Güell 108,8028,Barcelona,Barcelonès
HUTB-000896,Sense especificar,Alta,Plaça Joaquim Folguera 2,8022,Barcelona,Barcelonès
HUTB-000897,Sense especificar,Alta,Plaça Joaquim Xirau i Palau 1,8002,Barcelona,Barcelonès
HUTB-000899,BCN6005 JC28 3-1,Alta,Carrer de Joaquín Costa 28,8001,Barcelona,Barcelonès
HUTB-000900,BCN6006 JC28 3-2,Alta,Carrer de Joaquín Costa 28,8001,Barcelona,Barcelonès
HUTB-000901,BCN6007 JC28 4-1,Alta,Carrer de Joaquín Costa 28,8001,Barcelona,Barcelonès
HUTB-000902,BCN6008 JC28 4-2,Alta,Carrer de Joaquín Costa 28,8001,Barcelona,Barcelonès
HUTB-000903,BCN6009 JC28 5-1,Alta,Carrer de Joaquín Costa 28,8001,Barcelona,Barcelonès
HUTB-000904,BCN6010 JC28 5-2,Alta,Carrer de Joaquín Costa 28,8001,Barcelona,Barcelonès
HUTB-000905,BCN6001 JC28 1-1,Alta,Carrer de Joaquín Costa 28,8001,Barcelona,Barcelonès
HUTB-000906,BCN6002 JC28 1-2,Alta,Carrer de Joaquín Costa 28,8001,Barcelona,Barcelonès
HUTB-000909,Sense especificar,Alta,Carrer Joaquim Costa 53,8001,Barcelona,Barcelonès
HUTB-000915,Sense especificar,Alta,Carrer Jocs Florals 172-174,8014,Barcelona,Barcelonès
HUTB-000921,Sense especificar,Alta,Carrer Jonqueres 13,8003,Barcelona,Barcelonès
HUTB-000924,Sense especificar,Alta,Carrer JOSEP ANSELM CLAVE 7,8002,Barcelona,Barcelonès
HUTB-000925,Sense especificar,Alta,Carrer Josep Pla 19,8019,Barcelona,Barcelonès
HUTB-000926,Sense especificar,Alta,Carrer Josep Plà 19,8019,Barcelona,Barcelonès
HUTB-000928,Sense especificar,Alta,Carrer Josep Plà 27,8019,Barcelona,Barcelonès
HUTB-000929,Sense especificar,Alta,Carrer JOSEP SERRANO 4,8024,Barcelona,Barcelonès
HUTB-000930,Sense especificar,Alta,Avinguda Josep Tarradellas 40,8029,Barcelona,Barcelonès
HUTB-000931,Sense especificar,Alta,Avinguda JOSEP TARRADELLAS 54,8029,Barcelona,Barcelonès
HUTB-000932,Sense especificar,Alta,Avinguda Josep Tarradellas 80,8029,Barcelona,Barcelonès
HUTB-000935,BCN3006 Jovellanos 1,Alta,Carrer de Jovellanos 1,8001,Barcelona,Barcelonès
HUTB-000936,Sense especificar,Alta,Carrer Julia 33,8004,Barcelona,Barcelonès
HUTB-000938,Sense especificar,Alta,Via Júlia 125,8042,Barcelona,Barcelonès
